0, 1, 16777216, 8, 1468, 24.9694868, 0, 17.3850542251582, 0, 0, 0, 0, 1455, 11765, 11454, 16823238
0, 1, 16777216, 8, 1468, 24.8928672, 0, 17.0864778057092, 0, 0, 0, 0, 1455, 11765, 11454, 16823238
0, 1, 16777216, 8, 1468, 24.8760593, 0, 17.0589460637404, 0, 0, 0, 0, 1455, 11765, 11454, 16823238
0.00025, 1, 16777216, 8, 1468, 26.1666352, 17, 17.1858970052713, 0, 0, 3, 4416, 1470, 11885, 11471, 16848262
0.00025, 1, 16777216, 8, 1468, 30.5317049, 36, 17.1538299111253, 1, 8, 7, 10304, 1487, 12027, 11493, 16876260
0.00025, 1, 16777216, 8, 1468, 26.0285341, 21, 17.1316389243769, 0, 0, 5, 7360, 1476, 11935, 11476, 16854160
0.0005, 1, 16777216, 8, 1468, 27.1725505, 22, 17.1660516510002, 0, 0, 5, 7360, 1474, 11919, 11477, 16855632
0.0005, 1, 16777216, 8, 1468, 25.9783978, 26, 17.1320804726911, 0, 0, 5, 7360, 1480, 11965, 11480, 16861510
0.0005, 1, 16777216, 8, 1468, 30.3907637, 49, 17.1108943302288, 2, 16, 8, 11776, 1500, 12131, 11506, 16895396
0.00075, 1, 16777216, 8, 1468, 28.6183281, 50, 17.1553990024406, 3, 24, 7, 10304, 1500, 12127, 11505, 16896848
0.00075, 1, 16777216, 8, 1468, 27.1998114, 38, 17.1113265825188, 2, 16, 8, 11776, 1490, 12047, 11493, 16879184
0.00075, 1, 16777216, 8, 1468, 28.4604896, 52, 17.1768243509725, 2, 16, 10, 14720, 1503, 12153, 11508, 16899802
0.001, 1, 16777216, 8, 1468, 26.2251725, 36, 17.1302519351191, 0, 0, 9, 13248, 1487, 12023, 11491, 16876240
0.001, 1, 16777216, 8, 1468, 28.4864157, 68, 17.1672249491759, 0, 0, 17, 25024, 1515, 12249, 11524, 16923354
0.001, 1, 16777216, 8, 1468, 28.4461738, 71, 17.1159819315391, 1, 8, 13, 19136, 1522, 12305, 11527, 16927770
0.00125, 1, 16777216, 8, 1468, 32.004682, 69, 17.1030657781521, 4, 32, 11, 16192, 1516, 12259, 11526, 16924836
0.00125, 1, 16777216, 8, 1468, 31.673237, 88, 17.119616127504, 4, 32, 17, 25024, 1529, 12365, 11546, 16952814
0.00125, 1, 16777216, 8, 1468, 34.0830677, 110, 17.1690945711402, 2, 16, 20, 29440, 1554, 12565, 11568, 16985198
0.0015, 1, 16777216, 8, 1468, 30.4567823, 89, 17.1099371253372, 3, 24, 15, 22080, 1535, 12409, 11545, 16954266
0.0015, 1, 16777216, 8, 1468, 35.3110862, 109, 17.1390307260123, 5, 42, 19, 27968, 1556, 12585, 11569, 16983746
0.0015, 1, 16777216, 8, 1468, 29.2292063, 51, 17.1127170445948, 0, 0, 11, 16192, 1504, 12161, 11507, 16898330
0.00175, 1, 16777216, 8, 1468, 30.4811988, 65, 17.1323250045182, 1, 8, 12, 17664, 1514, 12241, 11521, 16918938
0.00175, 1, 16777216, 8, 1468, 35.992368, 127, 17.1093813634065, 3, 24, 26, 38272, 1575, 12739, 11588, 17010252
0.00175, 1, 16777216, 8, 1468, 29.4846934, 86, 17.1179614739048, 2, 16, 22, 32384, 1528, 12353, 11542, 16949850
0.002, 1, 16777216, 8, 1468, 31.1957515, 90, 17.0791494888843, 1, 8, 19, 27968, 1544, 12485, 11548, 16955758
0.002, 1, 16777216, 8, 1468, 32.8115976, 130, 17.1311317826361, 4, 32, 25, 36800, 1575, 12735, 11589, 17014648
0.002, 1, 16777216, 8, 1468, 35.1713556, 134, 17.1458034488669, 4, 32, 26, 38272, 1576, 12741, 11592, 17020526
0.00225, 1, 16777216, 8, 1468, 44.1272306, 173, 17.1670511803143, 5, 40, 25, 36800, 1614, 13053, 11635, 17077974
0.00225, 1, 16777216, 8, 1468, 34.0103661, 129, 17.135369989697, 4, 32, 29, 41226, 1575, 12737, 11588, 17012620
0.00225, 1, 16777216, 8, 1468, 38.3951972, 166, 17.1168936744682, 6, 48, 29, 42688, 1609, 13013, 11628, 17067670
0.0025, 1, 16777216, 8, 1468, 35.1497633, 130, 17.1317622766759, 4, 32, 26, 38272, 1569, 12685, 11588, 17014638
0.0025, 1, 16777216, 8, 1468, 33.7038573, 154, 17.0480633724458, 4, 32, 36, 52992, 1591, 12865, 11614, 17049986
0.0025, 1, 16777216, 8, 1468, 41.9743499, 184, 17.1827015858034, 5, 40, 33, 48576, 1621, 13111, 11647, 17094176
0.00275, 1, 16777216, 8, 1468, 37.6162642, 156, 17.0902917682272, 5, 40, 31, 45632, 1592, 12875, 11617, 17052940
0.00275, 1, 16777216, 8, 1468, 45.4228227, 215, 17.0999946875617, 5, 40, 39, 57408, 1652, 13361, 11679, 17139818
0.00275, 1, 16777216, 8, 1468, 40.6971086, 216, 17.3516151783934, 6, 48, 40, 58880, 1654, 13373, 11678, 17141270
0.003, 1, 16777216, 8, 1468, 36.5877935, 170, 17.1699661263736, 5, 40, 31, 45632, 1610, 13019, 11631, 17073548
0.003, 1, 16777216, 8, 1468, 36.1939597, 210, 17.0934908434951, 3, 24, 46, 67712, 1651, 13347, 11671, 17132428
0.003, 1, 16777216, 8, 1468, 37.3896491, 169, 17.1114231792316, 4, 32, 34, 50048, 1604, 12971, 11630, 17072076
0.00325, 1, 16777216, 8, 1468, 36.9002813, 166, 17.1166337389183, 1, 8, 35, 51520, 1609, 13007, 11625, 17067640
0.00325, 1, 16777216, 8, 1468, 43.7084321, 221, 17.1149629190928, 7, 56, 43, 61834, 1655, 13389, 11686, 17148660
0.00325, 1, 16777216, 8, 1468, 47.2051509, 289, 17.2599890504266, 9, 72, 49, 72128, 1724, 13937, 11753, 17248746
0.0035, 1, 16777216, 8, 1468, 42.0945688, 236, 17.1272790820022, 6, 48, 47, 67722, 1671, 13513, 11699, 17170720
0.0035, 1, 16777216, 8, 1468, 44.1891799, 208, 17.1688075791289, 12, 96, 39, 57408, 1638, 13249, 11672, 17129514
0.0035, 1, 16777216, 8, 1468, 41.8748218, 204, 17.0529996406313, 4, 32, 41, 60352, 1646, 13311, 11667, 17123616
0.00375, 1, 16777216, 8, 1468, 43.4446366, 262, 17.1071354664962, 8, 64, 55, 80960, 1697, 13721, 11726, 17209002
0.00375, 1, 16777216, 8, 1468, 40.6147331, 164, 17.0914910101216, 5, 40, 35, 50114, 1607, 12999, 11627, 17064736
0.00375, 1, 16777216, 8, 1468, 42.816339, 188, 17.1767362477015, 6, 48, 37, 54464, 1624, 13137, 11652, 17100074
0.004, 1, 16777216, 8, 1468, 37.4405135, 193, 17.1185815008832, 2, 16, 37, 54464, 1625, 13139, 11654, 17107404
0.004, 1, 16777216, 8, 1468, 40.765586, 234, 17.1458907418243, 10, 80, 44, 64768, 1671, 13509, 11696, 17167766
0.004, 1, 16777216, 8, 1468, 49.7184769, 270, 17.0913842852193, 14, 112, 44, 64768, 1700, 13751, 11737, 17220808
0.00425, 1, 16777216, 8, 1468, 43.4987596, 231, 17.3137471808724, 7, 56, 48, 70656, 1652, 13363, 11696, 17163380
0.00425, 1, 16777216, 8, 1468, 43.197973, 266, 17.1014193363065, 4, 32, 56, 82432, 1695, 13703, 11729, 17214880
0.00425, 1, 16777216, 8, 1468, 51.792343, 289, 17.12077866315, 9, 72, 51, 75072, 1719, 13911, 11760, 17248816
0.0045, 1, 16777216, 8, 1468, 46.2263957, 281, 17.121605185571, 6, 48, 57, 83904, 1713, 13853, 11747, 17236990
0.0045, 1, 16777216, 8, 1468, 48.695477, 253, 17.1356469637004, 10, 80, 43, 63296, 1682, 13609, 11721, 17195794
0.0045, 1, 16777216, 8, 1468, 44.0430379, 291, 17.2409755462215, 12, 98, 60, 88320, 1719, 13901, 11757, 17251710
0.00475, 1, 16777216, 8, 1468, 52.1560756, 262, 17.0516415500334, 8, 64, 52, 76544, 1692, 13691, 11731, 17209052
0.00475, 1, 16777216, 8, 1468, 54.7426138, 370, 17.15478471214, 13, 106, 67, 98624, 1795, 14515, 11839, 17368028
0.00475, 1, 16777216, 8, 1468, 38.7323275, 215, 17.1018485362385, 4, 32, 45, 66240, 1652, 13355, 11676, 17139788
0.005, 1, 16777216, 8, 1468, 44.979522, 255, 17.072400116053, 7, 56, 50, 73600, 1695, 13707, 11720, 17198708
0.005, 1, 16777216, 8, 1468, 41.6302122, 266, 17.1965927961003, 6, 48, 51, 75072, 1697, 13721, 11730, 17214890
0.005, 1, 16777216, 8, 1468, 58.0074879, 318, 17.1070693406592, 10, 80, 55, 80960, 1737, 14057, 11790, 17291514
0.00525, 1, 16777216, 8, 1468, 43.5138638, 311, 17.2814025831426, 7, 56, 67, 98624, 1722, 13925, 11777, 17281150
0.00525, 1, 16777216, 8, 1468, 50.4578499, 306, 17.0865071578566, 8, 64, 60, 88320, 1740, 14073, 11774, 17273810
0.00525, 1, 16777216, 8, 1468, 51.7022406, 315, 17.0239657466776, 10, 80, 64, 94208, 1747, 14131, 11784, 17287068
0.0055, 1, 16777216, 8, 1468, 51.3781239, 333, 17.0679285928252, 4, 32, 78, 114816, 1753, 14175, 11800, 17313544
0.0055, 1, 16777216, 8, 1468, 49.0757262, 336, 17.1833489537122, 9, 74, 67, 98624, 1753, 14173, 11802, 17317950
0.0055, 1, 16777216, 8, 1468, 55.2887194, 333, 17.0843070610219, 10, 80, 70, 103040, 1760, 14239, 11804, 17313584
0.00575, 1, 16777216, 8, 1468, 55.9304184, 370, 17.2087198348263, 16, 128, 73, 105994, 1783, 14427, 11842, 17368058
0.00575, 1, 16777216, 8, 1468, 58.0509088, 339, 17.0979495920921, 15, 120, 59, 86848, 1747, 14139, 11812, 17322436
